path,sentence,15_/checkpoint-13600,classla/wav2vec2-xls-r-sabor-hr,16_/checkpoint-3600
/home/peterr/macocu/task6_speech/data/00022288a.flac.wav,i sada se postavlja pitanje zbog čega su kolega barišić gospodin barišić,i sada se postavlja pitanje zbog čega su kolega barišić gospodin barišić,i sada se postavlja pitanje zbog čega su kolega barišić gospodin barišić,i sada se postavlja pitanje zbog čega su kolega barišić gospodin barišić
/home/peterr/macocu/task6_speech/data/00022288b.flac.wav,gospođe pavošević i nevenka jurak koje su bile uključene,gospođe pavošević i ne venkajurak koje su bile uključene,gospode pavošević i nevenka jurak koje su bile uključene,gospođe pavošević i nevenka i urak koje su bile uključene
/home/peterr/macocu/task6_speech/data/00022288c.flac.wav,u to organizirano izvlačenje novca iz javnih poduzeća od strane hadezea sve promijenile iskaz,u to organiziranom izvlačenje novca iz javnih poduzeća od strane hadezea sve promijenile iskaze,u to organizirano izvlačenje novca iz javnih poduzeća od strane hadezea sve promijenile iskaz,u to organizirano izvlačenje novca iz javnih poduzeća od strane hadezea sve promijenile iskaz
/home/peterr/macocu/task6_speech/data/00022289.flac.wav,svi su sad rekli da se sad ne osjećaju više krivi i idemo ispočetka ,svi su rekli da sesada ne osjećaju više krivi i idemo iz početka,svi su rekli da se sada ne osjećaju više krivi i idemo iz početka,svi su rekli da se sad ne osjećaju više krivi i idemo iz početka
/home/peterr/macocu/task6_speech/data/00022290.flac.wav,pravimo se toše a svi znamo šta se tada dešavalo i na koji način se dešavalo ,pravimo se toše a svi znamo šta se tada dešavalo i na koji način se dešavalo,pravimo se tošče a svi znamo šta se tada dešavalo i na koji način se dešavalo,pravimo se toše a svi znamo šta se tada dešavalo i na koji način se dešavalo
/home/peterr/macocu/task6_speech/data/00022291a.flac.wav,i gospodin barišić odnosno njegove obrana ili tko već,i gospodin barišić odnosno njegove obrana ili ko već,i gospodin barišić odnosno njegove obrana ili ko već,i gospodin barišić odnosno njegove obrana ili tko već
/home/peterr/macocu/task6_speech/data/00022291b.flac.wav,govore nešto u poluslužbenim informacijama nešto u službenim da,govore nešto u polu službeniminformacijama nešto u službenim da,govore nešto u poluslužbenim inormacijama nešto u službenim da,govore nešto u polu službenim informacijama nešto u službenim da
/home/peterr/macocu/task6_speech/data/00022291c.flac.wav,je razlog promjene njegovog iskaza zbog toga šta iz hadezea uporno tvrde,je razlog promnjena njegovog iskaza zbog toga što iz hadezea upono tvrde,je razlog promijeni njegovog iskaza zbog toga šta iz hadezea uporno tvrde,je razlog promijen njegovog iskaza zbog toga što iz hadezea uporno tvrde
/home/peterr/macocu/task6_speech/data/00022291d.flac.wav,da je on lažao o financiranju hadezeovih kampanja da laže o financiranju,da on laže o financiranju hadezeovih kampanja da aže o financiranju,da on laže u inanciranju hadezeovih kampanja da laže u inanciranji,da on laže o financiranju hadezeovih kampanja da laže o financiranju
/home/peterr/macocu/task6_speech/data/00022292a.flac.wav,također jedan način pritiska na svjedoke i da govore iz hadezea pazite ovo da je sanader,također  jedan način pritiska na svjedoke i da govore iz hadezea pazite ovo da je sanader,takoćer jedan način pritiska nasvjedoke i da govore iz hadezea pazite ovo daje sanader,također jedan način pritiska na svjedoke i da govore iz hadezea pazite ovo da je sanader
/home/peterr/macocu/task6_speech/data/00022292b.flac.wav,tada to radio iz funkcije predsjednika vlade a ne predsjednika hadezea,tada to radio iz funkcije predsjednika vlade a ne predsjednika hadezea,tada to radio iz punkcije predsjednika vlade a ne predsjednika hadezea,tada to radio iz funkcije predsjednika vlade a ne predsjednika hadezea
/home/peterr/macocu/task6_speech/data/00022293.flac.wav,znači to je poruka hadezea ,znači to je poruka hadezea,znači to je poruka hadezea,znači to je poruka hadezea
/home/peterr/macocu/task6_speech/data/00022294a.flac.wav,nije novac izvlačen iz javnih tvrtki iz javnih poduzeća sa strane hadezea,nije novac izvlačen iz javnih tvrtki iz javnih poduzeća sa strane hadezea,nije novac izvlaćen iz javnih tvrtki iz javnih poduzeća sa strane hadezea,nije novac izvlačen iz javnih tvrtki iz javnih poduzeća sa strane hadezea
/home/peterr/macocu/task6_speech/data/00022294b.flac.wav,i sanadera iz pozicije predsjednika stranke nego predsjednika vlade erha,i sanadera iz pozicije predsjednika stranke nego predsjednika vlade republike hatse,i sanadera iz pozicije predsjednika stranke nego predsjednika vlade republikehrvatske,i sanadera iz pozicije predsjednika stranke nego predsjednika vlade republike hrvatske
/home/peterr/macocu/task6_speech/data/00022295a.flac.wav,e sada ako se na tome temelji obrana ako se na tome temelje,e sada ako se na tome temelji obrana ako se na tome temelje,e sada ako sena tome temelji obrana ako se na tome temelje,e sada ako se na tome temelji obrana ako se na tome temelje
/home/peterr/macocu/task6_speech/data/00022295b.flac.wav,iskazi članova hadezea da žele sanadera maknuti od hadezea i da nije taj sustav korupcijski koji je,iskazi članova hadezea da žele sanadera maknuti od hadezea i da nije taj sustav korupcijski koji e,iskazi članova hadezea da žele stanadera maknuti od hadezea i da nije taj sustav koruptijskih koji je,iskazi članova hadezea da žele sanadera maknuti od hadezea i da nije taj sustav korupcijski koji je
/home/peterr/macocu/task6_speech/data/00022295c.flac.wav,po meni počivao na tome da se u javnim poduzećima stavljaju poslušni ljudi koji će izvlačiti novac,po meni počivao na tome da se u javnim poduzećima stavljaju u poslušni ljudi koji će izvačiti novac,po menii počivao na tome da se u javnim poduzećima stavljaju poslušni ljudi koji će izvlačiti novac,po meni počivao na tome da se u javnim poduzećima stavljaju poslušni ljudi koji će izvlačiti novac
/home/peterr/macocu/task6_speech/data/00022295d.flac.wav,za stranku onda zbilja ne znam šta je logično više u erha,za stranku onda zbilja ne znam šta je logično više u erha,za stranku onda zbilja ne znam šta je logično više u republicihrvatskoj,za stranku onda zbilja ne znam šta je logično više u eha
/home/peterr/macocu/task6_speech/data/00022296a.flac.wav,i činjenica je da je hadeze također dobio presudu koja je također pala,i činjenica je dae hadezetakođer dobio presudu koja je također pala,i činjenica je da hadeze takoer dobio presudu koja je takožer pala,i činjenica je da hadeze također dobio presudu koja je također pala
/home/peterr/macocu/task6_speech/data/00022296b.flac.wav,u sklopu presude sanaderu i činjenica je da u ovom trenutku hadeze uopće ne razmišlja o tome da treba vratiti,u sklopu presude sanaderu i činjenica je da u ovom trenutku hadeze uopće ne razmišlja o tome da treba vratiti,u sklopu presude sanaderu i činjenica je da u ovom trenutku hadeze uopće ne razmišlja o tome da treba vratiti,u sklopu presude sanaderu i činjenica je da u ovom trenutku hadeze uopće ne razmišlja o tome da treba vratiti
/home/peterr/macocu/task6_speech/data/00022296c.flac.wav,dvadeset četiri milijuna koje su tada izvučeni iz javnih poduzeća,dvadeset četiri milijuna koji su tada izvučeni iz javnih poduzeća,dvadeset četiri milijuna koji su tada izvučeni iz javnih poduzeća,dvadeset četiri milijuna koji su tada izvučeni iz javnih poduzeća
/home/peterr/macocu/task6_speech/data/00022297a.flac.wav,i dok god mi ne raščistimo takve stvari iz svoje prošlosti,i dok god mi ne raščistimo takve stvari i svojoj prošlosti,i dok god mi ne rasčistimo takve stvari i svoje prošlosti,i dok god mi ne raščistimo takve stvari i svoje prošlosti
/home/peterr/macocu/task6_speech/data/00022297b.flac.wav,nažalost koruptivne prošlosti u erha nećemo moći efikasno se s time boriti u budućnosti,nažalost koruptivne prošlosti u erha nećemo moći efikasno se s time boriti u budućnosti,nažalost koruptivne prošlosti u republihrvatsk nećemo moći eikasno se s time boriti u budućnosti,nažalost koruptivne prošlosti u erha nećemo moći efikasno se s time boriti u budućnosti
/home/peterr/macocu/task6_speech/data/00022298a.flac.wav,i možda da smo imali efikasniji zakon o zaštiti svjedoka možda se gospodin barišić,i možda da smo imali efikasniji zakon o zaštiti sedoka možda se gospodin barišić,i možda da smo imali eikasniji zakon ozačiti sedoka možda se gospodin barešić,i možda da smo imali efikasniji zakon o zaštiti svjedoka možda se gospodin barišić
/home/peterr/macocu/task6_speech/data/00022298b.flac.wav,gospođa jurak gospođa pavošević ne bi sada toliko dijametralno u svojim iskazima okrenuli,gospođa  rak gosodin gospođa pavošević ne bi sada toliko dijametralno u svojim iskazima okrenuli,gospoda iurakgsodin gospoda pavošević ne bi sada toliko dijametralno u svojim iskazima okrenuli,gospođa i urak ngospođa pavošević ne bi sada toliko dijametralno u svojim iskazima okrenuli
/home/peterr/macocu/task6_speech/data/00022299a.flac.wav,ovo je nešto šta možda evo danas pošto je ovaj tjedan pokrenuto suđenje hadezeu,pato je nešto što možda evo danas poštoje ponovno ovaj tjedan pokrenuto osuđenje hadezeu,ovo je nešto što moda evo danas pošto je ponovno ovaj tjean pokrenut osudenje hadezeu,ovo je nešto što možda evo danas pošto je ponovno ovaj tjedan pokrenuto suđenje hadezeu
/home/peterr/macocu/task6_speech/data/00022299b.flac.wav,i sanaderu u slučaju fimi media možda je jedna od tema koja bi pomogla da pravda konačno,i sanader u slučaju finai media možda je jedna od tema koja bi pomogla da pravda konačno,i sanader u slučajuini media možda je jedna od tema koja bi pomogla da pravda konačno,i sanader u slučaju fini media možda je jedna od tema koja bi pomogla da pravda konačno
/home/peterr/macocu/task6_speech/data/00022299c.flac.wav,nakon sedam godina pazite svi znaju u hrvatskoj šta se dešavalo kako je izvlačen novac mi nakon sedam godina se ponovo vraćamo na početak,nakon sedam godina pazite svi znaje u hrvatskoj šta se dešavalo kako je izvlačenovac mi nakon sedam godina se ponovno obraćamo na,nakon sedam godina pazite svi znaj u hrvatskoj šta se dešavalo kako izvlače novac mi nakon sedam godina se ponovno vraćamo na počet,nakon sedam godina pazite svi znaju u hrvatskoj šta se dešavalo kako izvlače novac mi nakon sedam godina se ponovno vraćamo na početak
/home/peterr/macocu/task6_speech/data/00022300a.flac.wav,i pitanje je kada će pravomoćna presuda biti i kada će konačno hadeze tih dvadeset,i pitanje je kada će pravomoćna presuda biti i kada će konačno hadezet dvadeset,i pitanje je kada će pravomoćna presuda biti i kada će konačno hadeze tih dvadeset,i pitanje je kada će pravomoćna presuda biti i kada će konačno hadeze tih dvadeset
/home/peterr/macocu/task6_speech/data/00022300b.flac.wav,četiri milijuna kuna i pet milijuna kazne koje je sud presudio vratiti hrvatskim građanima šta im je oteto prije deset godina,četiri milijuna kuna i pet milijuna kuna kazne koje je sud presudio vratiti hrvatskim građanima što im je oteto prije deset godinja,ntrimilijuna kuna i pet milijuna kuna kazne koje je sudpresudio vratiti hrvatskim gradanima što im je otetto prije deset godina,milijuna kuna i pet milijuna kuna kazne koje je sud presudio vratiti hrvatskim građanima što im je oteto prije deset godina
/home/peterr/macocu/task6_speech/data/00022301a.flac.wav,te strane ljudi mogu odmahivati rukom smijati to je nebitno vidim da,s te strane ljudi mogu odmahivati rukom smija ce  to je nebitno vidim da,te strane ljudi mogu odmahivati rukom smijace to je nebitno vidim da,sod te strane ljudi mogu odmahivati rukom smijat se to je nebitno vidim da
/home/peterr/macocu/task6_speech/data/00022301b.flac.wav,misle ljudi neka voda teče to je u stilu ovoga što radi kolega plenković,mi stre ljudi neka voda teče to je u stilu ovoga što radi kolega plenković,misle ljudi neka voda teče to je u stilu ovoga što radi kolega plenković,misle ljudi neka voda teče to je u stilu ovoga što radi kolega plenković
/home/peterr/macocu/task6_speech/data/00022301c.flac.wav,nije bitno kakav je skandal ti šuti nemoj odgovarati proći će i neće se niko na to obazirati,nije bitno kaka već skandal ti šuti ne moju odgovarati pročiće i neće se nitko na to obazirati,znai nije bitno kakav je skandal ti šuti nemoje odgovarati pročiće i neće se nitko na to obazirati,nije bitno kakav je skandal ti šuti nemoj odgovarati pročiće i neće se nitko na to obazirati
/home/peterr/macocu/task6_speech/data/00022302a.flac.wav,i mi smo tu naravno u poziciji da upozorimo da je u hrvatskoj,i mi smo tu naravno u saboru u poziciji da upozorimo da je u hrvatskoj,i mi smo tu naravno u saboru u poziciji da upozorimo da je u hrvatskoj,i mi smo tu naravno u saboru u poziciji da upozorimo da je u hrvatskoj
/home/peterr/macocu/task6_speech/data/00022302b.flac.wav,uvijek pravda prespora ali još uvijek se nadamo da je pravda dostižna,oo uvijek pravda prespora ali još uvijek se nadamo da je pravda dostježno,ni ouvijek pravda prespora ali još uvijek se nadamo da je pravda dosjina,jošuvijek pravda prespora ali još uvijek se nadamo da je pravda dosižna
/home/peterr/macocu/task6_speech/data/00022303a.flac.wav,i vi ste svjesni da ste govorili dobrim dijelom,i vi ste svjesni da ste govorili dobrim dijelo,hvalalijepa i vi ste sjesni da ste govorili dobrim dijelom,hvalliea i vi ste svjesni da ste govorili dobrim dijelom
/home/peterr/macocu/task6_speech/data/00022303b.flac.wav,gotovo sve izvan teme ali kada sam dopustio drugima onda naravno sam to dopustio i vama,gotovo sve izvan teme ali kada sam dopustio drugima onda naravno sam da to dopustioi vama,o gotovo sve izvan teme ali kada sam toupustio drugima onda naravno sam doto dopustio i mama,gotovo sve izvan teme ali kada sam  pustio drugima onda naravno sam do to dopustio i vama
/home/peterr/macocu/task6_speech/data/00022304.flac.wav,ima više replike pa sada evo prva će biti ona uvaženog zastupnika steve culeja ,ima više replika pa sada evo prva će biti ona uvaženog zastupnika steve culeja,ima više replika pa sad evo prva će biti ona uvaženog zastupnika steve culeja,ima više replika pa sada evo prva će biti ona uvaženog zastupnika steve culeja
/home/peterr/macocu/task6_speech/data/00022305.flac.wav,poštovani podpredsjedniče kolegice i kolege ,poštovani potpredsjedniče kolegice i kolege,poštovani potpredsjedniče kolegice i kolege,poštovani potpredsjedniče kolegice i kolege
/home/peterr/macocu/task6_speech/data/00022306.flac.wav,pravda je spora ali je dostižna ,pravda je spora ali jedostin,pravda je spora ali je dostino,pravda je spora ali je dosti
/home/peterr/macocu/task6_speech/data/00022307a.flac.wav,ja ću se sjetiti jednog premijera zorana milanovića koji je štiteći ubojice hrvata,ja u se sjetiti jednog premijera zorana milanovića koji je štiteći ugoice hrvata,ja  se sjetiti jednog premijera zorana milanovića koji je štitaći ubojice hrvata,ja ću se sjetiti jednog premijera zorana milanovića koji je štiteći ubojice hrvata
/home/peterr/macocu/task6_speech/data/00022307b.flac.wav,diljem svijeta koji su u,diljem svijeta koji su umieno,diljem svijeta koji su umeeno,diljem svijeta koji su umienu
/home/peterr/macocu/task6_speech/data/00022307c.flac.wav,dokazuju svoju krivicu poznati slučaj lex perković,dokazuje svoju krivicu poznati slučaj le perković,dokazuje  svoju krivicu poznati slučaj leksperković,dokazuju svoju krivicu poznati slučaj lec sperković
/home/peterr/macocu/task6_speech/data/00022308a.flac.wav,sjetite se perković mustač sindičić ovaj onaj bruno bušić đureković,sjetite se perkovi usta sindičić  onaj bronovošić žureković,sjetite se perković mostać sindiić onaj bronovošić dureković,sjetite se perković mustač sindičić vj onaj bronovušić đureković
/home/peterr/macocu/task6_speech/data/00022308b.flac.wav,sve one  koji su oni išli po svijetu ubojice jugoslavenske udbae i ubijali naše hrvate i neko ih je štitio ovdje u hrvatskoj,sve one šejevo sa one koje su oni išli po svijetu uboice ugoslaninske ube ubijali naše hrvate i neko ih je štiti ovdje u hrvatskoj,sve one šeevo sve one koje su oni išli po svijetu  ubojice jugoslavenske udbe ubijali naše hrvate i netkoih je štitio ovdje u hrvatskoj,sve one šeevo sve one koje su oni išli po svijetu ubojce jugoslavinske udbe ubijali naše hrvate i netko ih je štitio ovdje u hrvatskoj
/home/peterr/macocu/task6_speech/data/00022309.flac.wav,to je taj vaš doprinos pravdi istini čemu ,to je taj vaš doprinos pravdi istini čem,to je taj vaš doprinos pravdi istini čemu,to je taj vaš doprinos pravdi istini čemu
/home/peterr/macocu/task6_speech/data/00022310a.flac.wav,a ako ćemo o zaštiti svjedoka ispričat ću vam slučaj gospodina da ga ne bih ja prokazao ali reći ću krmpotića jer ste ga vi prokazali niste ga zaštitili čovjeka koji je svjedok u slučaju lex perković,a ako ćemo zaštiti svjedoka i spričati ću ovan slučaj gospodina d ga ne bih ja prokazao ali e reći ću krmp potičajer ste ga vi prokazali niste ga zaštitili čovjeka koji je svijednok u slučaju leksperković,aako ćemo o zaštititi se doka ispričati u vam slučaj gospodina da ga ne bih ja prokazao ali je rećiću krmpotičajjer ste ga vi prokazali niste ga zaštitili čovjeka koji je svjednok u slučaju leksperković,a ako ćemo o zaštiti svjedoka ispričat ću vam slučaj gospodina da ga ne bih ja prokazao ali reći ću krm potičaj jer ste ga vi prokazali niste ga zaštitili čovjeka koji je svjedok u slučaj leksperković
/home/peterr/macocu/task6_speech/data/00022310b.flac.wav,koji je tražio zaštitu od naše hrvatske policije i pravosuđa da ga zaštite jer mu je već bilo provaljeno u garažu dole i na zadnji ulaz,koji je tražio zaštitu naše hrvatske policije i pravosuđa da ga zaštite jer mu je već bilo provaljeno u ažu dola i na zadnji ulaz,koji je tražio zaštitu od našeg hrvatske policije i pravosuda da ga zaštite jer mu je već bilo provaljeno u garažu dolei na zajdnji ulaz,koji je tražio zaštitu o naše hrvatske policije i pravosuđa da ga zaštite jer mu je već bilo provaljeno u garažu dola i na zadnji ulaz
/home/peterr/macocu/task6_speech/data/00022311a.flac.wav,išao sam ja provjeriti mada vi niste jer taj isti krmpotić je bio utemeljitelj hrvatske policije u šimunskoj,išao sam ja posnovaati mada vi niste jer taj isti krmpotičije bi utemeljitelj hrvatske policije u šimuskoj,išto sam ja poovriti mada vi ni iste jer taj isti krmpotič je bio u temelitelj hrvatske policije u šimulskoj,išao sam ja poovro mada vi niiste jer taj isti krmpotić je bio utemeljitelj hrvatske policije u šimunskoj
/home/peterr/macocu/task6_speech/data/00022311b.flac.wav,devedesetih godina i on nije zaštićen u svojoj domovini,devedeseti godina i on nije zaštićen u svojoj dumovini,devedesetih godina i oni nije zaštićen u svojoj domovini,devedesetih godina i on nije zaštićen u svojoj domovini
/home/peterr/macocu/task6_speech/data/00022312.flac.wav,od onih kojima bi bila želja da nestane krmpotića pa da nema ko svjedočiti u slučaju lex perkovića ,onih kojima bi bila želja da ne stane krimpotiča pa da nema tko svjegočiti u slučaj u eksperkovića,a onih koje ima bi bila želja da ne stane krmpotića pa da nema ko svjedočiti u slučaj leksperkovića,od onih kojima bi bila želja da nestane krmpotića pa da nema tko svjed očiti u slučaj leksperkovića
/home/peterr/macocu/task6_speech/data/00022313.flac.wav,dotle smo se spustili ,atosadpostili,too  e postili,pak to ste se postjali
/home/peterr/macocu/task6_speech/data/00022314.flac.wav,šta je sljedeće ja vas pitam gdje su svi ti kosturi koji će još ispast ,šta je sljedeće ja vas pitam gdje su svi ti kostori koji će još ispasti,šta je sljedeće ja vas pitam gdje su svi ti kosturi koji će još ispast,šta je sljedeće ja vas pitam gdje su svi ti kosturi koji će još ispasti
/home/peterr/macocu/task6_speech/data/00022315.flac.wav,pa otvorite te ormare dajte da vidimo suočimo se s prošlošću ,a otvorite te ormare dajte da vidimo suočemo se sprošlošću,ka otvorite te ormare dajte da vidimo sočemo se s prosporšću,pako otvorite te ormare dajte da vidimo suočemo se s prošlošću
/home/peterr/macocu/task6_speech/data/00022316.flac.wav,svi pričamo o nekoj budućnosti evo zbog ove djece koja nam odlaze ,svi pričamo onaja kojibau dužno ste va zbog ove djece koja nam odlaze,svi pričamo onetko budućnosteva zbog ove djece koja nam odlaze,svi pričamo o nekoji budućnosti evo zbog ove djece koja nam odlaze
/home/peterr/macocu/task6_speech/data/00022317.flac.wav,otiće i oni van pa neka vide tko je šta napravio i šta se sve desilo u ovoj državi ,dkošee oni van pa neka videti ttko je šta napravio i šta se desilo sa ovoj državi,oni van pa neka vide tko je šta napravio i šta se desilo s ovoj državi,po o ai oni van pa neka vide koja je šta napravio i šta se desilo sa ovoj državi
/home/peterr/macocu/task6_speech/data/00022318.flac.wav,pričamo tu finoću floskule ,priječamo to finončću flos kule,prijetemo tu oinoću loskule,pričamo tu ofinoću flos kule
/home/peterr/macocu/task6_speech/data/00022319.flac.wav,odgovorit će uvaženi zastupnik gordan maras ,odgovorit će uvaženi zastupnik goran maras,odgovorit će uvaženi zastupnik gordan maras,odgovorit će uvaženi zastupnik gordan maras
/home/peterr/macocu/task6_speech/data/00022320a.flac.wav,moram priznati da gospodin culej ima dosta kako bi rekao slobodan način,moram priznati da gospodin cule ima dosta kako bi rekao slobodan,moram priznati da gospodin culej ima dosta kako bih rekao slobodan način,moram priznati da gospodin culej ima dosta kako bi rekao slobodan način
/home/peterr/macocu/task6_speech/data/00022320b.flac.wav,izražavanja teško ga je slijediti u toku misli tako da zbuni čovjeka prilikom replike,nj teško ga je slijediti u toku misli tako da zbuni čovjeka prilikom replike,aavanja tečkoga je slijediti u toku misli tako da zbuničovjeka prilikom replike,ražvanja teško ga je slijediti u toku misli tako da zbuni čovjeka prilikom replike
/home/peterr/macocu/task6_speech/data/00022321a.flac.wav,ali što se tiče ovih tema preporučio bi mu da pogleda,ali što se tiče ovih tema prepručio bi mu da pogleda,ali što se tiče ovih tema prepručio bih mu da pogleda,ali što se tiče ovih tema prepručio bi mu da pogleda
/home/peterr/macocu/task6_speech/data/00022321b.flac.wav,u knjige ili dokumente koje je pisao njegov stranački bivši kolega utemeljitelj hadezea josip manolić,u knjige ili dokumente koje je pisao  njego stranački bivši kolega utemeljite hadezea i josip manolić,u knjige ili dokumente koje je pisao njegov stranački bivši kolega utemenite hadezea i osep manolić,u knjige ili dokumente koje je pisao njegov stranački bivši kolega utemeljite hadezea josip manolić
/home/peterr/macocu/task6_speech/data/00022321c.flac.wav,pa će vidjeti kako je nije to moj pa on je utemeljio vašu stranku,pa će vidjeti pa će vidjeti kako je nije to moj ponje utemeljiu vašu stranku,pa će vidjeti pa će vidjeti kako jenije to moj ponje utemelj vašu stranku,pa će vidjeti pa će vidjeti kako je nije to moj pa onio u temeljio vašu stranku
/home/peterr/macocu/task6_speech/data/00022322.flac.wav,kaže culej to je tvoj udbaš ,kaže cule to tvoj utpašt,a kažee culeodtkoje tvoj udpašte,kaže culej to je tvoj udbvaš
/home/peterr/macocu/task6_speech/data/00022323.flac.wav,pogledajte samo dajte pozovite čovjeka manolića na kavu popričajte sve će vam objasniti ,pogledajte samo dajte pozovite čovjek ka manolića na ka u popričete sve ćemom objasniti,pogledajte sabo dajte pozovite čovjekamanolića na kau popričajte  sve će vam objasniti,pogledajte samo dajte pozovite čovjeka manolićana kaou popričajte sve će vam objasniti
/home/peterr/macocu/task6_speech/data/00022324.flac.wav,to je čovjek koji je utemeljio vašu stranku ,čovojekoje utemelju vašu stranku,pa čovjekoutemelje vašu stranku,poto evo čovjek koije u temeljio vašu stranku
/home/peterr/macocu/task6_speech/data/00022325.flac.wav,ja vas molim nemojte radi ozbiljnosti i sebe nemojte više tako replicirati ,li nemojte radi ozbiljnosti iz sebe nemojte više tako replicirati,a nemojte radiozbiljnosti iz sebe nemojte više tako replicirati,ja molim nemojte radi ozbiljnosti iz sebe nemojte više tako replicirati
/home/peterr/macocu/task6_speech/data/00022326.flac.wav,znači perković ima zasluge hadeze i predsjednik pokojni tuđman je to je njegov najbliži suradnik bio devedesetih godina ,znači perković ima zasluge hadeze i predsjednik pokojni tužman je to je njegov najbliži suradnik bio devedeset godina,znači perković ima zasluge hadeze i predsjednik pokojni tužman je to je njegov najbliži suradniik bio devedesett godine,znači perković ima zasluge hadeze i predsjednik pokojni tužman je to je njegov najbliži suradnih bio devedesetih godina
/home/peterr/macocu/task6_speech/data/00022327.flac.wav,pa nemojte koristiti neke stvari ispadate vi neozbiljni ,ešžete koristiti neke stvari i spadate vi neozbilje,te koristite neke stvari i spadate vi neozbiljnje,nebojte koristite neke stvari i spadate vi neozbiljne
/home/peterr/macocu/task6_speech/data/00022328.flac.wav,sljedeća replika je uvaženog zastupnika mire bulja ,sljedeća replika je uvaženog zastupnika mire bulja,sljedeća replika je uvaženog zastupnika mire bulja,sljedeća replika je uvaženog zastupnika mire bulja
/home/peterr/macocu/task6_speech/data/00022329.flac.wav,državno odvjetništvo govori da je već postupak proveden ali nigdje toga novac ,va tržavno odvjetništvo govori da je već postupak proveden ali nigdje je toga novca,avno odvjetništvo govori da je već postupak proveden ali nigdje je toga novca,državno odvjetništvo govori da je već postupak proveden ali nigdje toga novca
/home/peterr/macocu/task6_speech/data/00022330.flac.wav,pazite novac za obranu cetinske krajine devedesette godine kad nije bilo puške kad nije bilo ničega ,novac za obranu cetinske krajine devedeset godina kada nije bilo puške kada nije bilo ničega,rante i novac za obranu etinjske krajne dedeset godine kada nije bilo puške kad nije bilo ničega,pa late novac za obranu cetinske krajne devedeset godine kada nije bilo puške kada nije bilo ničega
/home/peterr/macocu/task6_speech/data/00022331.flac.wav,govorite o pravosuđu slažem se kažete da nije dobro katastrofalno ,govorite o pravo sud slažem se kažete da nije dobro katastrofalno,govorite o pravosuć slažem se kažete da nije dobro katastroalmo,govorite o pravosuđu slažem se kažete da nije dobro katastrofalno
/home/peterr/macocu/task6_speech/data/00022332a.flac.wav,vidimo samo kakav je ustavni sud i kako ste ga izabrali to sve govori,vidimu samo kakavje ustavni sud i kako ste ga izabrali to se govori,vidim u samo kakavje ustavni sudi kako ste ga izabralilitosegovorili,vidimo samo kakav je ustavni sud i kako ste ga izabrali to sve govori
/home/peterr/macocu/task6_speech/data/00022332b.flac.wav,vidimo o presudi tojest odluci u slučaju premijera bivšega sanadera,l vidimo o preshudi tojesu odluci u slučaju premijera bivćega sanadera,ae vidimo o presudi tojest odluci u slučaju premijera biviega senadera,vidimo o presudi tojest odluci u slučaju premijera bivšega sanadera
/home/peterr/macocu/task6_speech/data/00022333.flac.wav,također zaista pravosuđe kaže da samo devedesette nije bio dobro ,također zaista pravosuđe kad da je samo u devedeset nije bilo dobro,takoer zaista pravosude kaee daje samou devedeset nijebilo dobro,također zaista pravosuđe kažete da je samo devedeset nije bilo dobro
/home/peterr/macocu/task6_speech/data/00022334a.flac.wav,vi zaboravljate koliko je bilo i prije u totalitarnom režimu komunističkom,eli vi zaboravljate koliko je bilo i prije u totalitalnom režimu komunističkom,li vi zaboravljate koliko je bilo i prije u totalitarno režimu komunističkom,eli vi zaboravljate koliko je bilo i prije u totalitarnom režimu komunističkom
/home/peterr/macocu/task6_speech/data/00022334b.flac.wav,koliko je bilo zločina koliko je bilo stvari ubojstava pa zaista lex perković bez obzira nije trebao hrvatskoj državi,koliko je bilo zločina koliko je bibilo stvari bojstava pa zaista leksperkoveći bez obzira nije trebao u hrvatskoj državi,koliko je bilo zločina koliko je bilo stvariu bojstava pa zaista leksperković bez obzira nije trebao u hrvatskoj državi,koliko je bilo zločina koliko je bilo striubojstava pa zaista lekperković bez obzira nije trebao hrvatskoj državi
/home/peterr/macocu/task6_speech/data/00022335a.flac.wav,imamo zločinca i mi smo se samo osramotili pošto ste vi štitili vaša vlada,ačeimamo zločinca  mi smo se samo osramotili što što ste vi štitili vaša vlada,n iamo zločinica i misluse samo odsramotili o što ste vi štitili vaša vlada,imamo zvočinca i mi smo se samo osramotili po što ste vi štitili vaša vlada
/home/peterr/macocu/task6_speech/data/00022335b.flac.wav,gospodina perkovića mustaća tojest sve udbaše koje su provodile planirali provodili ubojstva,gospodina perkovića mustaća  to je sve ud vaše koje su provodile planirali provodile u mojstva,gospodina perkovića mustać to je sve udbaše koje su provodili planirali provodili u bojstva,gospodina perkovića mustača tojet sve udbaše koje su provodili planirali provodili ubojstva
/home/peterr/macocu/task6_speech/data/00022336a.flac.wav,to je jedan od najgorih poruka ne samo hrvatskoj nego svjetskoj javnosti,to je jedan od najgorih poruka ne samo u hrvatskoj nego sjetlskoj javnosti,to je jedan od najgorih poruka ne samo u hrvatkoj nego  sjeljsko javnosti,to je jedan od najgorih poruka ne samo u hrvatskoj nego svjetskoj javnosti
