path,sentence,15_/checkpoint-13600,classla/wav2vec2-xls-r-sabor-hr
/home/peterr/macocu/task6_speech/data/00022368.flac.wav,pa zašto niste otvorili arhive ,da što niste otvorili arhiju,pazašto niste otvorili arkive
/home/peterr/macocu/task6_speech/data/00022369.flac.wav,pa ja vas molim otvorite arhive ,pa ja vas molim otvorite arhive,pa ja vas molim otvorite arkive
/home/peterr/macocu/task6_speech/data/00022370.flac.wav,otvorite arhive donesite zakon da sve mora biti vidljivo ,otvorite arhive donesite zakona sve mora biti vidljivo,otvorite arhive donesite zakona  sve mora biti vidljivo
/home/peterr/macocu/task6_speech/data/00022371.flac.wav,zašto to što stopirate evo sad ste ponovno u godinu i nešto dana u poziciji ,zašto e to što stopirate evo sada stee ponovno u godinu i nešto dana u poziciji,azašto to što stopirate evo sad st ponovn godinu i nešto dana u poziciji
/home/peterr/macocu/task6_speech/data/00022372.flac.wav,otvorite arhive molim vas u ime steve culeja i mire bulja ,tvorite jeh iv molim vas su ime s tevet sculaja i mire bulja,i borite arhive molim vas u ime stevet culeja i mire bulja
/home/peterr/macocu/task6_speech/data/00022373.flac.wav,molim vas otvorite arhive ,molim vas otvorite arhive,molim vas otvorite arhive
/home/peterr/macocu/task6_speech/data/00022374.flac.wav,i onda bi možda znate šta bi onda možda vidjeli ,i onda bi možda znate što bi onda možda vidjeli,i onda bi možda znate što bi onda možda vidjeli
/home/peterr/macocu/task6_speech/data/00022375.flac.wav,koliko hadezeovaca bi tamo našli ,koliko hadezeovaca bi tamo našli,pakoliko hadezeovaca bi tamo našli
/home/peterr/macocu/task6_speech/data/00022376.flac.wav,pa u biti vi skrivate te arhive gospodine klarić ,tai u bietli vi skrivate te arhive gospodine klarić,au biti vi skrivate te aive gospodine klarić
/home/peterr/macocu/task6_speech/data/00022377.flac.wav,ne želite da se vidi tko je sve u hadezeu istaknuti član a tko je prije devedesette bio uključen u ove radnje protiv kojih se toliko žestoko bori vaš kolega culej ,ne želite da se vidi kojje sve u hadezeu istaknuti član a koji je prije devedeset bio uključen u ove radnje protiv kojeh se toliko žestogoborili vaš kolega culej,ne želite da se vidi koje sve u hadezeu istaknuti član a ko je prije devedesete bilo uključen u ove radnje protiv kojeg se tolikko esto kobori vaš kolega culej
/home/peterr/macocu/task6_speech/data/00022378.flac.wav,i on sam nije svjestan toga ,on sam nije svjestan toga,ion sam nije svjestan toga
/home/peterr/macocu/task6_speech/data/00022379.flac.wav,radi culeja otvorite arhive da vidi s kim je u stranci ,radi culea otvoritie arhive da vidi s kim je u stranci,radit culeja otvorite arhive da vidi skimnje u stranci
/home/peterr/macocu/task6_speech/data/00022380.flac.wav,osamnaest godina osamnaest godina imate to priliku napraviti niste napravili i nemojte molim vas to više spominjati ,osamnaest godina osamnaest godina imate to priliku u napraviti niste napravili i nemojte molim vas to više spominjati,osamnaest godina osamnaest godina imate to priliku napraviti niste napravili i nemojte molim vas oviše spominjati
/home/peterr/macocu/task6_speech/data/00022381.flac.wav,ja se za to zalažem da se sve u ovoj hrvatskoj raščisti a vi osamnaest godina ništa ne radite ,ja se da to zalažem da se sve u ovomj hrvatskoj raščisti a vi osamnaest godina ništa ne radite,ja e za to zalažem da se sve u ovoj hrvatskoj rasčisti a vi osamnaest godina ništa ne radite
/home/peterr/macocu/task6_speech/data/00022382.flac.wav,sljedeća pojedinačna rasprava je uvaženog zastupnika ivana pernara ,slijedeća pojedinačna rasprava je uvaženog zastupnika ivana pernara,slijedeća pojedinačna rasprava je uvaženog zastupnika ivana pernara
/home/peterr/macocu/task6_speech/data/00022383a.flac.wav,pa htio bih reći da sjećam se kada je svojedobno hadeze,pa htio bi reći da sjećam se kada je svojedobno hadeze,pa htio bih reći da sjećam se kada je svojdobno hadeze
/home/peterr/macocu/task6_speech/data/00022383b.flac.wav,pričao o borbi protiv korupcije pa tako i kada čujem da hadeze se bavi zaštitom svjedoka,pričao o borbi protiv korupcije pa tako i kada čujem da hadeze se bavi zaštitom svjedoka,pričao o borbi protiv korupcije pa tako i kada čujem da hadeze se bavi zaštitom sidoka
/home/peterr/macocu/task6_speech/data/00022383c.flac.wav,ne mogu kako bih to rekao a da se ne zapitam što je bilo sa svjedocima sa suđenja hadezeu,ne mogu kako bi to rekao a da se ne zapita što je bilo sa svjedocima sasuđenja hadezeoa,ne mogu kako bi to rekao a da se ne zapitam što je bilo sa svjedocima sasudenja hadezea
/home/peterr/macocu/task6_speech/data/00022384a.flac.wav,prije ne tako dugo vrijeme oni ne samo da su se sjećali,r ne tako dugo vrijeme oni ne samo da su se sjećali,daje ne tako dugo vrijeme oni ne samo da su se sjećali
/home/peterr/macocu/task6_speech/data/00022384b.flac.wav,svog kriminala kojeg su radili u hadezeu nego su čak davali izjave za medije,svog kriminala kojeg su radili u hadezeu nego su čak davali izjave za medije,svog kriminala kojeg su radili u hadezeu nego su čak davali izjave za medije
/home/peterr/macocu/task6_speech/data/00022385.flac.wav,znači istupali su putem medija i govorili ja se kajem zbog toga jer sam za hadeze izvlačio novac ,zastupali su iz putem medija i govorili ja s kajem zbog toga jer sam za hadeze izvlačio novac,tupali su iz putem medija i govorili ja se kaem zbog toga jer sam za hadeze izvlačio novac
/home/peterr/macocu/task6_speech/data/00022386.flac.wav,znači i što se događalo ,znači i što se događalo,znači i što se dogaćalo
/home/peterr/macocu/task6_speech/data/00022387.flac.wav,kako je suđenje odmicalo na osnovu iskaza tih svjedoka to nisu bili nebitni ljudi ,kako je suđenje odmicalo na osnovu u iskaza tih svjedoka to nisu bili nebitni ljudi,kako je sudenje odmicalo došna osnovu iskaza tih svedoka to nisu bili nebitni ljudi
/home/peterr/macocu/task6_speech/data/00022388.flac.wav,ja ću vam navesti tko su bili ti svjedoci koji po mom suđenju trebaju zaštitu ,am navesti tko su bili ti svjedoci koji po mojem suđenju trebaju zaštitu,ja   navesti tko su bili ti svjedoci koji po mojem sudenju trebaju zaštitu
/home/peterr/macocu/task6_speech/data/00022389.flac.wav,znači radilo se o mladenu barišiću vašem donedavnom rizničaru ,znači radilo se o mladenu barišiću u vašem donedavnom rizličaru,znači radilo se o mladenu barišić u vašem donedavnom rizmičaru
/home/peterr/macocu/task6_speech/data/00022390.flac.wav,nevenki jurak vlasnici fimi medie preko koje ste izvukli sve te milijuna a koje do današnjeg dana u državnu kasu niste vratili dame i gospodo ,ra vlasnici fimi medije preko koje ste izvukili sve te milijune a koje do današnjeg dana u državnu kasu niste vratili dame i gospodo,eki urat vlasniciimi medije preko koje ste izvukli sve te milijune akoje dodanašnjeg dana u državno kasu niste vratili dame i gospodo
/home/peterr/macocu/task6_speech/data/00022391.flac.wav,i branke pavošević bivše blagajnice ,i branke pavošević bivše blaganjice,i branke pavošević bivše blagajnice
/home/peterr/macocu/task6_speech/data/00022392a.flac.wav,ona je imala knjigu gdje ste se vi potpisivali jedan za drugim,pa ona imala knjigu gdje ste se vi potpisivali jedan za drugim,a onae imala knjigu dje ste se vi potpisivali jedan za drugim
/home/peterr/macocu/task6_speech/data/00022392b.flac.wav,pa su neki tvrdili da se nisu potpisivali pa su bila grafološka vještačenja,pa su neki tvrdili da se nisu potpisivali pa su bilea grafološka vještačenja,pa su neki tvrdili da se nisu potpisivali pa su bila graološka vještačenja
/home/peterr/macocu/task6_speech/data/00022392c.flac.wav,i utvrdilo se da jeste baš vi gospodo iz hadezea potpisivali izvlačenje milijuna iz državne kase i zato ste bili osuđeni,i utvrdilo se da jeste baš vi gospodo iz hadezea potpisivali izvlačenje milijuna iz državne kase i zato ste bili osuđeni,i utvrdilo se da jeste baš vi gospodo iz hadezea potpisivali izvlačenje milijuna iz državne kasi zato ste bili osudženi
/home/peterr/macocu/task6_speech/data/00022393.flac.wav,ali što se dogodilo dalje ,togodbilo dalje,ta  godilo dalje
/home/peterr/macocu/task6_speech/data/00022394.flac.wav,kao i ratko maček također je svjedočio protiv svoje vlastite stranke ,kao i ratko maček također je svjedočio protiv vašsvoje vlastite stranke,kao i ratko maček takoder je svjedočio protiv ašsvoje vlastite stranke
/home/peterr/macocu/task6_speech/data/00022395a.flac.wav,međutim dolazimo do presude vrhovnog suda i presuda,međutim dolazimo do presude vrhovnog suda i presuda,mećutim dolazimo do presude vrhovnog suda i presuda
/home/peterr/macocu/task6_speech/data/00022395b.flac.wav,hadezeu pada hadeze više ne mora vratiti dvadeset četiri milijuna kuna koje ste izvukli iz državnog proračuna,hadezeu pada hadeze više ne mora vratit dvadeset četiri milijuna kuna koje ste izvukili iz državnog proračuna,hadezeu pada hadeze više ne mora vratiti dvadese etiri milijuna kuna koje ste izvukli iz državnog proračuna
/home/peterr/macocu/task6_speech/data/00022396a.flac.wav,i za razliku od djece koja gladuju u školama za razliku od njih vi ste dame i gospodo,akli za razliku od djece koja gladuju školama za razliku od njih vi ste dame i gospodo,i za razliku od djece koja gladuju školama za razliku od njih vi ste dame i gospodo
/home/peterr/macocu/task6_speech/data/00022396b.flac.wav,plaćali skupe dostave cateringa na sjednice vašeg predsjedništva sa novcem kojeg ste opljačkali od sirotinje,plaćali skupe dostave kateringa na sjednice vašeg predsjedništva sa novcom kojek ste opljačkali o sirotinje,plaćali skupe dostave kateringa na sjednice vašeg predsjedništva sa novcom kojeg ste opljačkali od sirotinje
/home/peterr/macocu/task6_speech/data/00022397.flac.wav,ponavlja se suđenje i odjedanput se postavlja pitanje što je sa svjedocima ,ponavlja se suđenje i od jedanput se postavlja pitanje što je sa svjedocima,ponavlja se sudenje i od jedanput se postavlja pitanje što je sa svjedocima
/home/peterr/macocu/task6_speech/data/00022398a.flac.wav,odjedanput svi svjedoci koji su u prvom suđenju živopisno opisivali,od jedanput svi svjedoci koji su u prvom suđenju živopisno opisivali,od jedanput svi svjedoci koji su u prvom sudenju živopisno opisivali
/home/peterr/macocu/task6_speech/data/00022398b.flac.wav,davali dokaze kojima su vas teško okrivljavali odjedanput oni se više ničeg ne sjećaju,davali dokaze kojima su vas teško okrivljavali od jedanput oni se više ničega nesječaju,dava li dokaze kojima su vasteško okrivljavali od jedanput oni se više ničeg nesećajju
/home/peterr/macocu/task6_speech/data/00022399.flac.wav,oni se ne smatraju krivima oni više ne priznaju krivnju ,oni se više ne smatraju krivima oni više ne priznaju u krivnju,oni se više ne smatraju krivima oni više ne priznaju krivnju
/home/peterr/macocu/task6_speech/data/00022400.flac.wav,ono javno kajanje putem medija skrušenost zamijenila je amnezija ,ono javno kanje putem media skrušenost zamijenila amnezija,ono javno karnje putem medija skrušenost zamijenila amnezija
/home/peterr/macocu/task6_speech/data/00022401.flac.wav,i ja vas pitam kako je moguće da baš svi svjedoci koji su vas je li teretili su odjedanput promijenili iskaze a da pritiska nije bilo ,i ja vas pitam kako je moguće da baš svi svjedoci koji su vas jeli teretili su od jedanput promijenili iskaze a da pritiska nije bilo,i ja vas pitam kako je moguće da baš svi svjedoci koji su vas jelite retili su od jedanput promijenili iskaze a da pritiska nije bilo
/home/peterr/macocu/task6_speech/data/00022402.flac.wav,kada imate suđenje svjedoke protiv nekoga onda je logično da taj neko utječe na svjedoke ,ali imate suđenje svjedoke protiv nekoga ond je logično da ta netko utječe na svjedoke,imate sudenje svjedoke protiv nekoga onda je logično  da taj netko utječe nasve doke
/home/peterr/macocu/task6_speech/data/00022403.flac.wav,mi znamo ko je taj netko oni su svjedočili protiv hadezea dame i gospodo ,mi znamo tko je taj netko ni su vjedočili protiv hadezea dame i gospodo,mi znamo ko je tajnetko nisu idočili protiv hadezea dame i gospodo
/home/peterr/macocu/task6_speech/data/00022404a.flac.wav,moja pretpostavaka je da ste im vi zaprijetili i rekli,moja pretpostavka je da ste i vi zaprijetili i rekli,moja pretpostavka je da ste im vi zaprijetili i rekli
/home/peterr/macocu/task6_speech/data/00022404b.flac.wav,sve što si govorio na sudu moraš povuć presuda u ponovljenom suđenju kako se kaže ono iz druge sreće mora,sve što si govorio na sudu moraš povući presuda u ponovljenom suđenju kako se kaže ono iz druge sreće mora,sve što si govorio na sudu moraš povući presuda u ponovljenom sudenju kako se kaže  ono iz druge sreće mora
/home/peterr/macocu/task6_speech/data/00022404c.flac.wav,mora pasti hadeze mora biti oslobođen sanader mora biti oslobođen,mora pasti hadeze mora biti oslobođen sanader mora biti oslobođen,mora pasti hadeze mora biti sloboden sanader mora biti sloboden
/home/peterr/macocu/task6_speech/data/00022405.flac.wav,a zašto vam to govorim ,a zašto vam to govorim,a zašto vam tog govorim
/home/peterr/macocu/task6_speech/data/00022406a.flac.wav,bio kod dinka cvitana glavnog državnog odvjetnika pitao sam ga zašto se meni politički montiraju optužnice,rood inka cvitana glavno državnog odjetnika pitao sam ga zašto se meni politički montiraju optužnice,oe kodnika svitana glavnu državnog odvjetnika pitao sam ga zašto se meni politički montiraju optužnice
/home/peterr/macocu/task6_speech/data/00022406b.flac.wav,zbog čega se meni sudi zbog grafita a vidimo u vašem slučaju sve presude padaju ustavni vrhovni sud,zbog čega se meni sudi zbog rafita a vidimo u vašem slučaju sve presude padaju ustavni vrhovni sud,zbog čega se meni sudi zbog raita a vidimo u vašem slučaju sve presude padaju ustavni vrhovni sud
/home/peterr/macocu/task6_speech/data/00022406c.flac.wav,svi idu vama niz dlaku i on meni kaže ivane moj sanader neće biti nikada osuđen nikada,svidum vama ni zlaku i on meni kaže ivan moj sanader neće biti nikada osuđa nikada,sviidu vama nizlaku i on meni kaže ivane moj sanader neće biti nikada osuže nikada
/home/peterr/macocu/task6_speech/data/00022407.flac.wav,zašto se milijuni proračunskih troše ,zašto se milijuni proračunskih kuna troši,zašto se  milijuni proračunskih kuna troše
/home/peterr/macocu/task6_speech/data/00022408.flac.wav,on je meni rekao ne znam veli moraš pitati nekog drugog ,on je meni rekao ne znam veli moraš pitati nekog dru,onje meni rekao ne znam veli moraš pitati nekog drugog
/home/peterr/macocu/task6_speech/data/00022409a.flac.wav,i ovo sve što vi radite danas jučer i što ste radili svo ovo proteklo vrijeme je jedna najobičnija farsa,i ovo sve što vi radite danas jučer i što ste radili svoovo proteklo vrijeme jjedna najobičnijaa farsa,i ovo sve što vi radite danas jučer i što ste radili svo ovo proteklo vrijeme e jedna  najobičnija arsa
/home/peterr/macocu/task6_speech/data/00022409b.flac.wav,gdje se daje ljudima ovim mladim ljudima i starijim ljudima privid pazit misao privid da se kriminal kažnjava,gdje se daje ljudima ovim mladim ljudima i starijim ljudima privid pazite misao privid da se kriminal ukažnjava,gdje se daje ljudima ovim mladim ljudima i starijim ljudima prijivid pa te misao prijvid da se kriminal kažnjava
/home/peterr/macocu/task6_speech/data/00022410.flac.wav,privid da postoji pravna država privid da će pravda biti zadovoljena ,ri vid da postoje pravna država privid da će pravda biti zadovoljena,ri vid da postoji pravna država privid da će pravda biti zadovoljena
/home/peterr/macocu/task6_speech/data/00022411.flac.wav,međutim to je sve bila laž ,međutim to je sve bila laže,mećutim to je sve bila laš
/home/peterr/macocu/task6_speech/data/00022412a.flac.wav,oni koji su pokrali državu pokrali novac zna se iz koje su stranke bili,oni koji su pokrali državu pokrali novac znase iz koje su stranke bili,oni koji su pokrali i državu pokrali novac znas iz koje su stranke bili
/home/peterr/macocu/task6_speech/data/00022412b.flac.wav,oni protiv kojih su postojali svjedoci i dolazi nikada neće dame i gospodo biti osuđeni nikada,oni protiv koji su postojali svjedoci i dokazi nikada neće dame i gospodo biti osuđeni nikada,oni protiv koji su postojaali svjedoci i dokazi nikada neće dame i gospodo biti osuden nikada
/home/peterr/macocu/task6_speech/data/00022413.flac.wav,znači vi i hadeze nikada nećete biti osuđeni jer ste vi ti koji kontrolirate sudove vi ste ti koji utječete na svjedoke i taj novac tih dvadeset četiri milijuna kuna nikada nećete vratiti ,vi hadeze nikada nećete biti osuđeni jer ste vi ti koji kontrolirate sudove vi ste ti koji utječete na svjedoke i taj novac tihi dvadeset četiri milijuna kuna nikada nećete vratiti,viihadeze nikada nećete biti osudeni jer ste vi ti koji kontrolirate sudove vi ste ti koji utječete na sve doke i taj novac tih dvadese etiri milijuna kuna nikad nećete vratiti
/home/peterr/macocu/task6_speech/data/00022414.flac.wav,zašto je on kriv a vi niste krivi ,zašto je on kriv a vi niste krivi,zašto je on kriv a vi niste krivi
/home/peterr/macocu/task6_speech/data/00022415.flac.wav,a vi ste sto puta tisuću puta milijun puta da ne kažem gori od tog psa mede ,a vi ste sto puta jednatisuća puta milijun puta da ne kažem gori od tog samede,a vi ste sto puta e tisuća puta milijun puta da ne kažem govori o to same ede
/home/peterr/macocu/task6_speech/data/00022416a.flac.wav,pazite ovo što radite koji je vrhunac cinizma vi koji ste sve to radili,a pazite ovo što radite koji je vrhunacinizma vi koji ste sve to radili,pazite ovo što radite koji je vrhunakinizma vi koji ste sve to radili
/home/peterr/macocu/task6_speech/data/00022416b.flac.wav,radite montiranu optužnicu protiv mene idete mi skidati imunitet sudite mi zbog grafita,radite montiranu optužnicu protiv mene idete mi iskidati imunitet sudite mi zbog rafita,radite montiranu optužnicu protiv mene idete mi iskidati imunitet sudite mizbograita
/home/peterr/macocu/task6_speech/data/00022417a.flac.wav,i na tom suđenu protiv mene ja sam siguran da za razliku od suđenja vama svjedoci neće mijenjati iskaze,i na tom suđenju protiv mene ja sam siguran da za razliku odsuđenja vama svjedoci neće mijenjati,i na tom sudenju protiv mene ja sam siguran da za razliku od sudenja vama svjedoci neće mijenjatiiske
/home/peterr/macocu/task6_speech/data/00022417b.flac.wav,da svjedoci policajci neće reći ne sjećam se jesam li vidio gospodina pernara da šara grafite,da svjedoci policajci neće reći nesjećam se jesam li vidio gospodina pernara da šaragrafit,eda svjedoci policajci neće reći nesjećam se jersam li vidio gospodina pernara da šaragraiu
/home/peterr/macocu/task6_speech/data/00022417c.flac.wav,ne sjećam se da sam ga tamo zatekao u to i to vrijeme,ne sjećam seda sam ga tamo zate kao u to i to vrijeme,ne sjećam se da sam ga tamo zatekao u to i to vrijeme
/home/peterr/macocu/task6_speech/data/00022418a.flac.wav,zašto recimo svjedoci na suđenju u vašoj organizaciji neće mijenjati iskaz,ašto  recimo svjedoci na suđenju u vašoj organizaciji neće mijenjati iskaz,zašto je recimo svjedoci na sudenju u vašoj organizaciji neće mijenjati iskaz
/home/peterr/macocu/task6_speech/data/00022418b.flac.wav,kada se meni sudi a kada se vama sudi onda odjedanput svi svjedoci mijenjaju iskaz,kada se meni sudi a kada se vama sudi onda od jedan put si svjedoici mijenjaju iskaz,kad se meni sudi a kad se vama sudi onda ovdjedanput sviseje dodsmijenjaju iskaz
/home/peterr/macocu/task6_speech/data/00022419.flac.wav,i onda nam vi licemjerno tu govorite kako svjedoke treba zaštititi da bi se kriminal kaznio ,i onda nam vi licemjerno tu govorite kako svjedoke treba zaštititii da bi se kriminal kaznilo,i onda nam vi licemjerno tu govorite kako sve doke treba zaštititi da bi se kriminal kaznio
/home/peterr/macocu/task6_speech/data/00022420.flac.wav,ja sada to slušam i pitam se jel vi mislite na svjedoke protiv mene ,ja sada to slušam i pitam se jel vi mi ste nasvjedoke protiv mene,j  a to slušam i pitam se jevi miste dasv dokr protiv mene
/home/peterr/macocu/task6_speech/data/00022421.flac.wav,možda mislite da tim policajcima treba zaštita status zaštićenih svjedoka koji će protiv mene svjedočiti ,kemisitatim policajcima treba zaštita status zaštićenih svjedoka koji će protiv mene svjedočiti,ai tim policajcima treba zaštita status zaštićeni svjedoka koji će protiv mene svjedočiti
/home/peterr/macocu/task6_speech/data/00022422a.flac.wav,mislim da bi status zaštićenih svjedoka trebalo dati upravo vašim bivšim članovima do jučerašnjim,mislim da bi status zaštićenih svjedoka trebalo dati upravo vašim bivšim članovima doučerašnji,mislim da bi status zaštićenih svjedoka trebalo dati upravo vašim bivšim članovima dobiterašnjim
/home/peterr/macocu/task6_speech/data/00022422b.flac.wav,koji su svjedočili protiv vas a koji su pod garantiram vam pritiskom na nagovor,koji su svjedočili protiv vas a koji su pod garantiravom pritiskom na nagovor,koji su svjedočili protiv vas a koji su podgarantiravam pritiskom na nagovor
/home/peterr/macocu/task6_speech/data/00022423a.flac.wav,i apeliram ovom prilikom na vašu savjest da pozovete javno baš vi iz hadezea te svjedoke koji su protiv vas svjedočili,i apeliramo ovom prilikom na vašu savjest da pozovete javno i baš vi iz hadezea te svjedoke koji su protiv vas svjedoči,i apeliram ovom prilikom na vašu savijest da pozovete javno vbaš vi izhadezea te svi doge koji su protiv vas vjedoil
/home/peterr/macocu/task6_speech/data/00022423b.flac.wav,i da kažete kao što ste meni govorili pernar pa zašto se ti braniš imunitetom pa ti pernar pozovi neka ti sude,i da kažete kao što ste meni govorili pernar pa zašto se ti branišimunitetom pa ti pernar pozovi nekati sud,i da kažete kao što ste meni govorili pernar pa zašto se ti braniš imunitetom pa tui pernar pozovi nekai sude
/home/peterr/macocu/task6_speech/data/00022424.flac.wav,ja vas pozivam vi javno pozovite te svjedoke i recite im nemojte mijenjati iskaze nemojte govoriti da se ne sjećate ako se sjećate ,va pozivam vi javno pozovite te svjedoke recite imi nemojte mijenjati iskaze nemojte govoriti da se ne sjeća te ako se sjećate,s pozivam vi javno pozovite te svjedoke recite im nemojte mijenjati iskaze nemojte govoriti da se ne sjećate ako se sjećate
/home/peterr/macocu/task6_speech/data/00022425a.flac.wav,stranka ne traži od vas da ju štitite i pokrivate stranka želi vratiti dvadeset četiri milijuna kuna koji su ukradeni iz državnog proračuna i koje ste vi usisali u tu,stranka ne traži od vas da i štitite i pokrivate stranka želi vratiti dvadeset četiri milijuna kuna koji su ukradeni iz državnog proračuna i koji ste vi usisali u tu,stranka ne traži od vas da ju štitite i pokrivate stranka želi vratiti dvadeset etiri milijuna kuna koji su ukradeni iz državnog proračuna i koji ste vi usisali u tu
/home/peterr/macocu/task6_speech/data/00022425b.flac.wav,pa ja ne znam kako to nazvati nego po meni je to kriminalno udruženje to je za mene kriminalni pothvat to je za mene zločin protiv države i naroda,pa ja ne znam kako to nazvati nego po meni je to kriminalno udruženje to je za mene kriminalni pothvat to je za mene zločin protiv države i naroda,pa ja ne znam kako  to nazvati negopo meni je to kriminalno udruženje to je za mene kriminalni pothvat to je za mene zločin protiv države i naroda
/home/peterr/macocu/task6_speech/data/00022426a.flac.wav,i što je najgore vi ste ti koji svima nama već godinama dijelite lekciju o domoljublju,i što je najgore vi ste ti koji svima nama već godinama dijeli telekcije o domolju blju,i što je najgore visteti koji svima nama već godinama dijelite elekcij domoljublju
/home/peterr/macocu/task6_speech/data/00022426b.flac.wav,o hrvatskoj i držite ruku na desnom srcu šutite,o hrvatsko i držite ruku na desnom srcu šutite,u hrvatskoj i držite ruku na desnom srcu šutite
/home/peterr/macocu/task6_speech/data/00022426c.flac.wav,kada se daje minuta šutnje za poginule branitelje a svojim djelima,kada se daje minuta šutnje za poginule branitelje a svojim dijelima,kada se daje minuta šutnje za poginulebranitelje a svojim dijelima
/home/peterr/macocu/task6_speech/data/00022426d.flac.wav,svojim djelima onim što ste napravili protiv naše države zapravo hodate preko njihovih leševa,svojim dijelima onim što ste napravili protiv naše države zapravo hodate preko njihovih lešiva,svojim dijelima  onim što ste napravili protiv naše države zapravo hodate preko njihovih lešama
/home/peterr/macocu/task6_speech/data/00022427a.flac.wav,gospodo pokažite da volite ovu zemlju na način da stanete u zaštitu svih svjedoka ponavljam s vašeg suđenja,pokažite da volite ovu zemlju na način da stanete u zaštitu tih svjedoka ponavljam s vašeg suđenja,pospodin pokažete da volite ovu zemlju na način da stanete u zaštitu tih svi doka ponavljam svašeg sudenja
/home/peterr/macocu/task6_speech/data/00022427b.flac.wav,a ne da oni pod vašim pritiskom mijenjaju ploču,a ne da oni pod vašim pritiskom mijenjaju ploču,a ne da oni pod vašim pritiskom mijenjaju ploču
/home/peterr/macocu/task6_speech/data/00022427c.flac.wav,i odjedanput više nitko nije kriv niko se ničega ne sjeća itede itede,i od jedanput više nitko nije kriv nitko se ničene sjeća itede itede,i odjedanput više nitko nije kriv nitko se ničegne sjeća itede itetde
/home/peterr/macocu/task6_speech/data/00022428.flac.wav,kolega pernar i vi ste svjesni koliko ste otišli od teme ali danas smo jako liberalni ,kolega penar i vi ste svjesni kolko ste otišli od teme ali danas smo jako liberalni,kolega pernar i vi ste svjesni koliko ste otišli od teme ali danes smo jako liberalni
/home/peterr/macocu/task6_speech/data/00022429.flac.wav,jedino ste zaboravili spomenuti zaštitu svjedoka protiv psa mede to ste propustili ,svino ste zaboi spomenuti zaštituodoka protiv samede to ste propustili,oos te zavollii spomenuti zaštituu  doka protiv samede to ste propustili
/home/peterr/macocu/task6_speech/data/00022430.flac.wav,poštovani potpredsjedniče kolegice i kolege dragi gosti ,poštovani potpredsjedniče kolegice kolegeos,poštovani potpredsjedniče kolegice kolege drae i goston
/home/peterr/macocu/task6_speech/data/00022431a.flac.wav,duboko dirnut izlaganjem našega mladoga kolege,duboko dignut izlaganjem našega mladoga kolege,duboko dijegnut izlaganjem našega mlade da kolege
/home/peterr/macocu/task6_speech/data/00022431b.flac.wav,ivana nisam mogao a da ne pomislim i na svoju djecu na svoja tri sina od koja su dvojica nezaposlena,ivana ne samogao a da ne pomeslie mi na svoju djecu na svija tridet tijena od koja su dvojica nezaposlena,ivana nisam mogao ada ne pomislim i na svoju djecu na svea tridesina od koja su dvojica nezaposlena
/home/peterr/macocu/task6_speech/data/00022431c.flac.wav,mada su već debelo punoljetni ja njega razumijem ga i u pravu je čak,ma da su veš debelo puno uljetni ja njega to orazumijem i u prauje čak,mada su eć debelo punouljetni danjeda toorazumijea ili u pravu je čak
/home/peterr/macocu/task6_speech/data/00022432a.flac.wav,njegove riječi kao istinite a isto to potvrdio je i kolega maras kada je rekao,uejenjegove riječi kao istenite a isto to popotvrdijo je kolega maras kada je rekao,idaji njegove riječi kao istiniti a isto to potvridipotvrdio i kolega maras kada je rekao
/home/peterr/macocu/task6_speech/data/00022432b.flac.wav,da u hadezeu najvećim djelom su bile uvučene neke strukture iz bivših vlasti,da u hadeze najvećjem dijelom su bile oučene neke strukture iz bivših vlasti,da u hadeze najvećem dijelom su bile ovučene neke strukture iz bivših vlasti
/home/peterr/macocu/task6_speech/data/00022432c.flac.wav,koje su ciljano došle na valovima domoljublja stvaranja hrvatske države,koje su ciljano došle na valovlima domoljoblja stvaranja hrvatske države,koje su ciljevno došle na valovima domoljoblja stvaranja hrvatske države
/home/peterr/macocu/task6_speech/data/00022432d.flac.wav,pa su nam tom istom  kako volite govoriti ufurali se u našu hrvatsku državu i tako u njezine kase blagajne,pa su n tom istom titoniku kako volite govoriti ufurali se u našu hrvatsku državu i tako u njezine ka se blaganje,pa su na tom istom titulniku kako volite govoriti uurali ste u našu hrvatsku državu i tako u njezine kase blagajne
/home/peterr/macocu/task6_speech/data/00022432e.flac.wav,pravosuđe mup i u sve ostale strukture pa su se tu začahurile kao čirevi unutarnji,pravosuđe mo iu sve ostale strukture pa su se tu za čahurile kao čireni unutarnji,pravosude mup el sve ostale strukture pa su se tu za čahurile kao čirevi unutarnji
/home/peterr/macocu/task6_speech/data/00022432f.flac.wav,pa su kontaminirali područje oko sebe pa su si uzeli atlantike,pa su kontaminirali područje oko sebe pa su se uzeli atlantike,pa su kontaminirali područje oko sebe pa su si uzeli atlantike
/home/peterr/macocu/task6_speech/data/00022432g.flac.wav,i ostale firme sjetite se samo čija su to djeca koja su pouzimala bogatstvo ove hrvatske,i ostale firme sjetite se samo čija su to djeca koja su pouzimala bogatstvo ove hrvatske,i ostale irme sjetite se samo čija su to djeca koja su puzimala bogatstvo ove hrvatske
/home/peterr/macocu/task6_speech/data/00022433a.flac.wav,ja ne kažem da u hadezeu nije bilo onih koji su brojali novce pa je nešto palo dolje bilo je i kod vas,ja ne kažem da u hadezeu nije biilo oni koji su ubrojali novce pa nešto pala dolje bilo ji kod vas,ja ne kažem da u hadezeu nije bilo oni koji subrali i novce pa nešto palo dole bilo je i kod vas
